Code	Display	Definition
5228007	Right cerebral hemisphere structure	
5229004	Structure of mucosa of gallbladder	
5261000	Structure of thoracic intervertebral disc	
5272005	Skin structure of lateral portion of neck	
5279001	Structure of foramen singulare	
5296000	Structure of anterior mediastinal lymph node	
5324007	Structure of superior pole of kidney	
5329002	Bone structure of C4	
5336001	Structure of inferior frontal gyrus	
5347008	Synaptic specialization, cytoplasmic	
5362005	Structure of median arcuate ligament of diaphragm	
5366008	Hippocampal structure	
5379004	Small intestine muscularis propria	
5382009	Superior fascia of perineum	
5394000	Uterine paracervical lymph node	
5398002	Normal fat pad	
5403001	Articular process of third lumbar vertebra	
5421003	Sex chromosome Y	
5427004	Apocrine intraepidermal duct	
5458003	Deep artery of clitoris	
5459006	Cardiac incisure of stomach	
5491007	Lacrimal part of orbicularis oculi muscle	
5493005	Metacarpophalangeal joint of little finger	
5498001	Superior aberrant ductule of epididymis	
5501001	Hyaloid artery	
5520004	Subcutaneous tissue of chin	
5538001	Tegmental portion of pons	
5542003	Crista marginalis of tooth	
5544002	Longitudinal layer of duodenal muscularis propria	
5560003	Alveolar ridge mucous membrane	
5564007	Singlet	
5574005	Seventh costal cartilage	
5580002	Tendon of supraspinatus muscle	
5597008	Retina of right eye	
5611001	Anulus fibrosus of intervertebral disc of fifth cervical vertebra	
5625000	Navicular facet of intermediate cuneiform bone	
5627008	Right visceral pleura	
5633004	Muscular portion of interventricular septum	
5643001	Canal of stomach	
5644007	Fractured membrane P face	
5653000	Inner surface of seventh rib	
5665001	Retina	
5668004	Lower digestive tract	
5677006	Lenticular fasciculus	
5682004	Subcutaneous tissue of upper extremity	
5696005	Articular part of tubercle of ninth rib	
5697001	Skin of lateral surface of finger	
5709001	Multifidus muscles	
5713008	Submandibular triangle	
5717009	Temporal fossa	
5718004	Tendon and tendon sheath of leg and ankle	
5727003	Anterior cervical lymph node	
5742000	Skin of forearm	
5751008	Subcutaneous tissue of anterior portion of neck	
5769004	Endocervical epithelium	
5780004	Paradidymis	
5798000	Diaphragm	
5802004	Medium sized neuron	
5814007	Angle of seventh rib	
5815008	Superior rectus muscle	
5816009	Duodenal fold	
5825003	Substantia propria of sclera	
5828001	Posterior cord of brachial plexus	
5847003	Superior articular process of seventh cervical vertebra	
5854009	Orbital plate of ethmoid bone	
5868002	Serosa of urinary bladder	
5872003	Subcutaneous tissue of lateral border of sole of foot	
5881009	Tuberosity of distal phalanx of hand	
5882002	Endothelial sieve plate	
5889006	Articular surface, third metacarpal, of fourth metacarpal bone	
5890002	Posterior cells of ethmoid sinus	
5893000	Superior recess of tympanic membrane	
5898009	Myotome	
5923009	Articular process of twelfth thoracic vertebra	
5926001	Bronchial lumen	
5928000	Great cardiac vein	
5942008	Tensor tympani muscle	
5943003	Vestibular vein	
5944009	Posterior palatine arch	
5948007	Capsule of distal interphalangeal joint of third toe	
5951000	Left wrist	
5953002	Eighth rib	
5976004	Subcutaneous tissue of eyelid	
5979006	Episcleral artery	
5996007	Chromosomes, group D	
6001004	Quadratus lumborum muscle	
6004007	Intervertebral disc of second thoracic vertebra	
6006009	Circular layer of duodenal muscularis propria	
6009002	Mesentery of ascending colon	
6013009	Reticuloendothelial system	
6014003	Penicilliary arteries	
6023000	Heterolysosome	
6032003	Columnar epithelial cell	
6046003	Outer surface of third rib	
6050005	Lacrimal vein	
6059006	Metacarpophalangeal joint of middle finger	
6062009	Deciduous mandibular right canine tooth	
6073002	Ligament of left superior vena cava	
6074008	Capsule of temporomandibular joint	
6076005	Gastrointestinal subserosa	
6104005	Subclavian nerve	
6105006	Body of fifth thoracic vertebra	
6110005	Facial nerve parasympathetic fibers	
6194002	Nail of fourth toe	
6216007	Postcapillary venule	
6217003	Piriform recess	
6229007	Os lacrimale	
6253001	Sulcus terminalis cordis	
6268000	Accessory phrenic nerves	
6269008	Subcutaneous tissue of scalp	
6279005	Skin of dorsal surface of finger	
6317000	Posterior basal branch of left pulmonary artery	
6325003	Aryepiglottic muscle	
6326002	Fetal atloid articulation	
6335009	Lymphoid follicle of stomach	
6359004	Hair medulla	
6371005	Lymphatics of thyroid gland	
6375001	Cavernous portion of urethra	
6392005	Coccygeal nerve	
6404004	Ligamentum nuchae	
6413002	Presymphysial lymph node	
6417001	Medial malleolus	
6423006	Supraspinatus muscle	
6424000	Structure of radiating portion of cortical lobule of kidney	
6445007	Mast cell	
6448009	Posterior vagal trunk	
6450001	Cytotrophoblast	
6472004	Medial aspect of ovary	
6504002	Glans clitoridis	
6511003	Distal portion of circumflex branch of left coronary artery	
6530003	Cardiac valve leaflet	
6533001	Colonic haustra	
6538005	Thyrocervical trunk	
6541001	Anterior commissure of mitral valve	
6544009	Gastrohepatic ligament	
6550004	Angular incisure of stomach	
6551000	Pollicis artery	
6553002	Inferior nasal turbinate	
6564004	Medial border of sole	
6566002	Cerebellar hemisphere	
6572002	Base of phalanx of middle finger	
6598008	Lingual nerve	
6606008	Structure of dorsal intercuneiform ligaments	
6608009	Sphenoparietal sinus	
6620001	Cuticle of nail	
6623004	Sternal muscle	
6633007	Right posterior cerebral artery	
6643005	Right anterior cerebral artery	
6646002	Anterior fossa of cranial cavity	
6649009	Uterine subserosa	
6651008	Central lobule of cerebellum	
6684008	Articular facet of head of fibula	
6685009	Right ankle	
6711001	Arch of second lumbar vertebra	
6720005	Femoral nerve lateral muscular branches	
6731002	Pleural recess	
6739000	Chorda tympani	
6742006	Callosomarginal branch of anterior cerebral artery	
6750002	Mitochondrial inclusion	
6757004	Right knee	
6787005	Tendon and tendon sheath of hand	
6789008	Spermatozoa	
6799003	Macula of utricle	
6805009	Interstitial tissue of spleen	
6820003	Obturator nerve anterior branch	
6828005	Ligament of lumbosacral joint	
6829002	Pars ciliaris of retina	
6834003	Axial skeleton	
6841009	Corticomedullary junction of kidney	
6844001	Spore crystal	
6850006	Secondary foot process	
6864006	Leaf of epiglottis	
6866008	Habenular commissure	
6871001	Visceral pericardium	
6894000	Medial surface of arm	
6902008	Popliteal region	
6905005	Subcutaneous tissue of medial surface of third toe	
6912001	Lower alveolar ridge mucosa	
6914000	Perivascular space	
6921000	Right upper extremity	
6930008	Jugular arch	
6944002	Anterior labial veins	
6969002	Lymphocytic tissue	
6975006	Anterior myocardium	
6981003	Posterior hypothalamic nucleus	
6987004	Collateral sulcus	
6989001	Thoracolumbar region of back	
6991009	Subcutaneous tissue of jaw	
7035006	Bile duct mucous membrane	
7050002	Subcutaneous tissue of external genitalia	
7067009	Right colic artery	
7076002	Interstitial tissue of myocardium	
7083009	Middle phalanx of index finger	
7090004	Supraaortic branches	
7091000	Ventral posterolateral nucleus of thalamus	
7099003	Attachment plaque of desmosome or hemidesmosome	
7117004	Fetal implantation site	
7121006	Maxillary right second molar tooth	
7148007	Anulus fibrosus of intervertebral disc of thoracic vertebra	
7149004	False rib	
7154008	Trigeminal ganglion sensory root	
7160008	Base of metacarpal bone	
7167006	Paraduodenal recess	
7173007	Cauda equina	
7188002	Gustatory pore	
7192009	Isthmus tympani posticus	
7227003	Hypoglossal nerve intrinsic tongue muscle branch	
7234001	Inferior choroid vein	
7242000	Appendiceal muscularis propria	
7275008	Lymphatics of appendix and large intestine	
7295002	Muscle of perineum	
7296001	Deep inguinal ring	
7311008	Anterior surface of arm	
7344002	Lingual gyrus	
7345001	Ciliary processes	
7347009	Infratendinous olecranon bursa	
7362006	Lymphatic of head	
7376007	Left margin of uterus	
7378008	Paraventricular nucleus of thalamus	
7384006	Plantar calcaneocuboidal ligament	
7404008	Anterior semicircular duct	
7435002	Ovarian ligament	
7471001	Lateral surface of sublingual gland	
7477002	Lipid, crystalline	
7480001	Iliotibial tract	
7494000	Cerebellar lenticular nucleus	
7498002	Plantar tarsal ligaments	
7507003	Anterior ligament of head of fibula	
7524009	Vasa vasorum	
7532001	Vagus nerve parasympathetic fibers	
7554004	Deep head of flexor pollicis brevis muscle	
7566005	Mitotic cell in anaphase	
7569003	Finger	
7591005	Intervertebral disc space of eleventh thoracic vertebra	
7597009	Subcutaneous tissue of vertex	
7605000	Connexon	
7610001	Tenth thoracic vertebra	
7629007	Thalamoolivary tract	
7651004	Intervenous tubercle of right atrium	
7652006	Frenulum labii	
7657000	Femoral artery	
7658005	Subtendinous bursa of triceps brachii muscle	
7697002	Pontine portion of medial longitudinal fasciculus	
7712004	Subdural space of spinal region	
7726008	Skin of medial surface of fifth toe	
7736000	Posterior choroidal artery	
7742001	Palatine duct	
7748002	Skin appendage	
7755000	Mesovarian margin of ovary	
7756004	Lamina of third thoracic vertebra	
7764005	Striate artery	
7769000	Right foot	
7783003	Sympathetic trunk spinal nerve branch	
7820009	Lateral posterior nucleus of thalamus	
7829005	Anterior surface of manubrium	
7832008	Abdominal aorta	
7835005	Posterior margin of nasal septum	
7840002	Subcutaneous tissue of submental area	
7841003	Macrocytic normochromic erythrocyte	
7844006	Sternoclavicular joint	
7851002	Intracranial subdural space	
7854005	Mandibular canal	
7872004	Myocardium of ventricle	
7874003	Scapular region of back	
7880006	Rhopheocytotic vesicle	
7884002	Corneal corpuscle	
7885001	Rotator cuff including muscles and tendons	
7892006	Submucosa of anal canal	
7896009	Occipital angle of parietal bone	
7911004	Olivocerebellar fibers	
7925003	Proximal phalanx of third toe	
7936005	Ligament of diaphragm	
7944005	Helper cell	
7954009	Lamina propria of ethmoid sinus	
7967007	First left aortic arch	
7986004	Abdominopelvic portion of sympathetic nervous system	
7991003	Skin of glans penis	
7999001	Articulations of auditory ossicles	
8001006	Mucous membrane of tongue	
8012006	Anterior communicating artery	
8017000	Inflow tract of right ventricle	
8024004	Limitans nucleus	
8039003	Subcutaneous acromial bursa	
8040001	Superficial flexor tendon of little finger	
8045006	Membrane-coating granule, amorphous	
8057002	Lateral nuclei of globus pallidus	
8059004	Pancreatic veins	
8067007	Superficial circumflex iliac vein	
